   8.9963752e+00   6.8606039e+00
   8.3634479e+00   6.0660630e+00
   1.3140045e+01   3.9179437e+00
   1.1679976e+01   5.4634554e+00
   1.1944027e+01   3.9142821e+00
   1.0480007e+01   7.2801326e+00
   1.3083802e+01   3.2863660e+00
   5.4808091e-01   1.3119889e+00
   1.4231137e+01   3.0724487e+00
   1.6391767e+01   1.8642176e+00
   1.2132410e+01   3.4109040e+00
   3.7261679e+00   8.3060136e-01
   1.4384304e+01   2.2266859e+00
   3.1125142e+00   5.3379170e+00
   1.2859211e+01   5.6472982e+00
   1.3851337e+01   2.6026490e+00
   1.1949498e+01   3.4073018e+00
   3.5174641e+00   2.9750808e+00
   1.0126532e+01   7.3212880e+00
   1.0009430e+01   4.3846253e+00
   1.2026490e+01   4.4613082e+00
   2.3105333e+00   3.0237266e+00
   1.4752221e+01   2.2041474e+00
   3.6240085e+00   1.5536903e+00
   1.2663287e+01   2.1645546e+00
   1.1543095e+01   1.9382042e+00
   1.3934000e+01   4.2685916e+00
   8.2739895e+00   7.6950621e+00
   8.6099864e+00   5.2888456e+00
   1.6219624e+00   7.9997480e-01
   3.6134596e+00   1.7875838e+00
   1.3880270e+01   3.7460537e+00
   2.8294191e+00   1.6450164e+00
   1.4307779e+01   1.3860984e+00
  -5.6728946e-01   2.4889301e+00
   6.4237961e+00   5.1321801e+00
   8.3101385e+00   7.2004675e+00
   1.3254583e+01   4.3044598e+00
   6.9539380e+00   5.0664688e+00
   1.2791437e+01   1.8551927e+00
   1.3381832e+01   5.3338717e+00
   1.3732309e+01   2.4177944e+00
  -1.7514643e+00   1.8383675e+00
   1.3534287e+01   3.9003201e+00
   2.9915704e+00   1.2361951e+00
   4.3530361e+00   1.2194440e+00
   8.1182774e+00   1.2012421e+00
   5.7147981e+00   5.6644035e+00
   6.8261989e+00   5.5280174e+00
   5.7023680e+00   5.7885615e+00
   7.0522840e+00   4.5954421e+00
   4.5326025e+00   4.0897434e+00
   1.6454829e+00   1.8454226e+00
   1.1151846e+01   5.7926846e+00
   1.1605342e+01   3.4068327e+00
   6.8270024e+00   5.3365380e+00
   2.5736813e+00   1.1974056e+00
   6.0057501e+00   5.4916430e+00
   5.1498066e+00   6.6022702e+00
   9.1032838e+00   4.1367156e+00
   3.1971246e+00   2.1439253e+00
   1.0982663e+01   6.1720117e+00
   2.7499337e+00   4.0087088e+00
   1.1441914e+01   5.6161796e+00
   8.0941725e+00   7.1052574e+00
   6.3260740e+00   9.1160527e-02
   6.0197822e+00   6.4208224e+00
   1.3007196e+01   4.0708958e+00
   6.9717836e+00   1.5919460e+00
  -8.5891129e-01   5.1435175e-01
   4.0895886e+00   2.9218444e-01
   6.6562317e+00   5.1474315e+00
   5.0125651e+00   6.9833296e+00
   2.8383347e+00   1.0002870e+00
   2.1057480e+00   4.9519421e+00
   1.0098812e+01   7.7430449e+00
  -1.8637896e+00   9.8916379e-01
   1.1437384e+01   3.4813851e+00
  -1.1129874e+00   1.9734497e+00
   1.4967059e+01   2.5307297e+00
   1.1616493e+01   1.2681974e+00
   1.3760884e+01   3.1652071e+00
   1.2380593e+01   4.6846648e+00
   1.2591865e+01   2.4496945e+00
   8.8927395e+00   7.7853870e+00
   1.0323053e+01   4.6992796e+00
  -3.0557841e+00   6.5368250e-01
   6.8368428e+00   5.8241171e+00
   1.3165804e+01   3.9969209e+00
   4.4136083e+00   3.9204080e+00
   1.2411741e+01   3.8868365e+00
   5.5185684e+00   5.8752372e+00
   4.9102227e+00   2.7784153e+00
   1.3955874e+01   3.6677929e+00
   1.1574198e+01   3.5716510e+00
   1.1383593e+01   3.5345008e+00
   1.1705366e+00   1.7280287e+00
   1.3966546e+01   3.7178649e+00
   9.7187443e+00   7.9876451e+00
   7.3133192e+00   6.9681817e+00
   4.9444196e+00   4.7536102e+00
   3.9337140e+00   6.0034165e+00
   1.7085716e+00   1.6296255e+00
   1.2698093e+01   1.2807881e+00
   4.0929080e+00   5.5529905e+00
   8.3453650e+00   6.4451568e+00
   4.9199831e+00   3.9229295e+00
   5.2712105e+00   5.2485993e+00
   1.3325404e+01   3.8869424e+00
   9.8944665e+00   6.9151862e+00
   9.3057449e+00   7.1661686e+00
   5.7243440e+00   5.3784726e+00
   1.3906071e+00   1.6948856e+00
   1.2374998e+01   2.7956945e+00
   7.4140973e+00   6.1643508e+00
   1.2030495e+00   5.0553060e+00
   1.2407070e+01   2.4947239e+00
   2.2503110e+00   3.9867258e+00
   1.0788774e+01   1.9682015e+00
   3.1867444e+00   4.3013729e+00
   3.3652348e+00   1.0687610e+00
   8.1895431e+00   6.8247816e+00
   1.2585174e+01   1.8293263e-01
   1.1685951e+01   4.3083993e+00
   9.8963796e+00   6.2430865e+00
   8.1261988e+00   8.6161626e+00
   1.2061478e+01   8.3568153e+00
   2.7014466e+00   1.0300617e+00
   1.1977729e+00   3.6737571e+00
   1.3374093e+01   2.4064161e+00
   1.2439403e+01   4.0345536e+00
   1.3895579e+00   1.7862965e+00
   1.3054717e+01   3.3929065e+00
   1.4759545e+01   1.4305456e+00
   1.1376542e+01   7.7973999e+00
   1.1013086e+01   8.3393308e+00
   2.0120103e+00   3.7592718e-01
   9.5418229e+00   5.7482816e+00
   1.2456589e+01   2.4175363e+00
  -4.7348264e+00   1.4057483e+00
   2.2505934e+00   4.2143053e+00
   7.3740075e-01   1.6242092e+00
   6.0098075e+00   5.3618170e+00
   6.2748486e+00   4.8530123e+00
  -1.5584756e+00   2.0278627e+00
   9.5451987e+00   8.0582254e+00
   4.0112741e+00   3.1387606e+00
   8.9552863e+00   8.1346745e+00
   5.6853727e+00   5.7130805e+00
   7.2562431e+00   6.0204644e+00
   9.3612301e-01   1.9625418e+00
   1.3778217e+01   4.9899807e+00
   2.5853006e+00   1.3331292e+00
   3.9557485e+00   4.7616745e+00
   5.9442555e+00   5.2633693e+00
   2.0279585e+00   2.7958869e+00
   6.9849090e+00   4.4537682e+00
   7.2283998e+00   5.4804331e+00
   1.2594589e+01   2.8702296e+00
   4.7742587e+00   5.7771816e-01
   7.3363732e+00   6.7981782e+00
   1.1083375e+01   5.5388722e+00
   1.1657127e+01   2.4593199e+00
   5.4844279e+00   6.3348043e+00
   1.3298818e+01   4.1076215e+00
   1.3080951e+01   4.5842850e+00
   1.1205711e+01   4.9213869e+00
   1.2689209e+01   4.1852685e+00
   2.1063722e-01   2.0664660e+00
   7.2703573e+00   7.1745554e+00
   7.6836566e+00   6.9744716e+00
   2.3253686e+00   1.3303713e+00
   1.3370606e+01   2.8503700e+00
   9.6116957e+00   8.3758480e+00
   1.4195389e+01   2.4613811e+00
   2.5711492e+00  -5.2707271e-02
   1.4315953e+01   9.7336001e-02
   8.6274199e+00   6.4596921e+00
   2.4684761e+00   4.4180712e+00
   8.7963600e+00   5.2960536e+00
   1.1498662e+01   3.8248165e+00
   1.4880209e+01   2.5353526e+00
   1.1370045e+01   4.8242495e+00
   1.1544544e+01   3.8979800e+00
   1.4360173e+01   3.8445801e+00
   1.1362583e+01   1.4930313e+00
   4.1269630e+00   3.5713718e+00
   8.2219388e+00   8.5657095e+00
   7.2559362e+00   8.5356629e+00
   2.8003856e+00   1.2334011e+00
   1.3157970e+01   4.4782007e+00
   1.4071856e+01   4.1588830e-01
  -2.1843717e+00  -1.1564569e-02
   1.4476264e+01   2.0940303e+00
   5.3026925e+00   3.3246589e+00
   1.1837301e+01   3.0310554e+00
   1.3088004e+01   4.2131212e+00
   1.1344933e+01   7.3600624e+00
  -1.7155357e+00   2.3557726e+00
   6.2244780e+00   5.3562519e+00
   4.9963480e+00   5.1371398e+00
   1.2467364e+01   4.2445048e+00
   4.7610258e+00   2.3959982e+00
   1.3525525e+01   5.0183207e-01
   8.7009878e+00   4.9454350e+00
   8.6443196e-01   2.6975469e+00
   1.0836222e+01   7.1221062e+00
   1.3225993e+01   3.7176951e+00
  -2.6786813e+00   1.9883511e+00
   1.8376091e+00   3.6402989e+00
   4.5823462e+00   3.9270842e+00
   7.9493114e+00   5.6053309e+00
   1.2310700e+01   9.1880057e-01
   9.3012606e+00   5.0880005e+00
   1.2588933e+01   2.1977134e+00
   1.2237036e+01   4.5446674e+00
   1.3618556e+01   2.6839736e+00
  -4.1532580e-01   1.5218135e+00
  -1.3328347e+00   1.6495044e+00
  -4.3884727e-01   1.8012602e+00
   7.3353731e+00   8.4090114e+00
   1.2038999e+01   3.5399355e+00
   1.5557920e+01   2.5595262e+00
   8.9390276e+00   7.2587620e+00
   1.2924087e+01   2.7711250e+00
   5.3062114e+00   5.9208197e+00
   1.0766498e+01   8.1099186e+00
   1.4883030e+01   3.1219419e+00
   1.1712220e+01   5.2759717e+00
   6.0055274e+00   5.6552689e+00
   1.3167690e+01   1.5241228e+00
   4.7196941e+00   4.8906386e+00
   3.1250492e+00   1.1552076e+00
   1.6191472e-01   2.7704408e+00
   8.3747463e+00   6.6735670e+00
   2.1267156e+00   5.7465619e-01
   1.3779625e+01   2.4668673e+00
   3.5601380e-01   1.0018669e+00
   1.4762445e+01   3.0479716e+00
   1.6741114e+00   3.3144304e+00
   1.1499344e+01   3.7440037e+00
   1.5298756e+01   2.0659534e+00
   1.3805856e+01   3.4653390e+00
   1.2302733e+01   3.5887055e+00
   1.4676589e+01  -9.8754336e-01
   6.3850037e+00   2.1519262e+00
   1.3739048e+01   4.0796918e+00
   8.1625778e+00   4.6765032e+00
   7.2719991e+00   7.2806069e+00
   3.7247964e+00   2.4558072e+00
   7.8814164e+00   6.3761439e+00
   5.5907211e+00   4.8519929e+00
   5.3487779e-01   5.6996164e-01
   1.1426588e+01   7.3828356e+00
   1.3690096e+01   4.3089651e+00
   8.5718327e+00   6.4964385e+00
   3.5564756e+00   6.6099050e+00
   1.6079143e+00   1.1335281e+00
   2.9520564e+00   5.2102922e+00
   6.3523825e+00   7.0870736e+00
   1.5430738e+01   3.3945253e+00
   6.2763410e+00   6.8952726e+00
   6.7873725e+00   5.5002936e+00
   1.4520651e+01   1.4938965e+00
   9.6975601e+00   8.6113324e+00
   1.1058480e+01   3.8869768e+00
   1.3103006e+01   2.3006761e+00
   1.0413745e+01   8.2731655e+00
   1.2465723e+01   1.6572047e+00
   1.1781980e+01   3.3153863e+00
   1.4359823e+01   1.9170038e+00
   1.2062641e+01   2.5082313e+00
   3.3599279e+00   6.4013549e+00
   1.1921855e+01   3.5305088e+00
   1.2754253e+01   2.8413600e+00
   1.5088134e+01   3.0199391e+00
   1.3750283e+01   2.6532969e+00
   5.1375902e+00   4.5671221e+00
   2.0343890e+00  -8.8404636e-02
   2.7199574e+00   4.1439312e+00
   2.4611495e+00   2.4731483e+00
  -3.6741989e-01   7.5099652e-01
   6.4517847e+00   4.9253901e+00
   9.8093681e+00   7.1882495e+00
   7.8638843e+00   6.8327293e+00
   1.4470812e+00   3.4867120e+00
   7.4943659e+00   7.6598724e+00
   4.6976096e+00   1.1926814e+00
   8.7045773e+00   6.4449176e+00
   4.0302362e+00   1.3769387e+00
   8.6870439e+00   7.4757287e+00
   4.2472166e+00   5.3663159e+00
   1.2123202e+01   4.0500839e+00
   1.2897019e+01   3.4563477e+00
   4.3844090e+00   4.2699984e+00
   1.4683662e+00   3.3028701e+00
   1.5302435e+01   7.4894778e-01
   1.1905350e+01   6.5683173e+00
   8.3138589e+00   2.4845628e+00
   1.3090027e+01   4.3212793e+00
   1.4063580e+01   4.2271712e+00
   1.6321309e+01   2.9141824e+00
   1.1792763e+01   1.9510195e+00
   1.1583625e+01   6.5459607e-01
   1.3210698e+01   2.1739531e+00
   1.0918084e+01   7.7918835e+00
   7.2961265e+00   4.5592096e+00
  -1.3810236e+00   3.5571137e-01
   1.3807423e+01   3.8066048e+00
   4.9300386e+00   5.9693519e+00
   1.2400130e+01   1.1043011e+00
   1.5857258e+01   2.6045698e-01
   1.2583190e+01   2.4498608e+00
   5.5359271e-01   1.6663070e+00
